2023-02-0613,19.8,0.5784048647854204,514,7,28,41.0,31.0
2023-02-0614,25.749999999999996,0.6193384098925766,669,6,31,62.0,38.0
2023-02-0615,25.5,0.6016346669405697,663,7,30,54.0,39.0
2023-02-0616,0.8,0.17575,20,20,1,1.0,0.0
2023-02-074,1.85,0.27349544385655494,48,12,2,4.0,0.0
2023-02-075,2.55,0.3428670033670034,66,11,1,6.0,0.0
2023-02-077,3.5999999999999996,0.35553347908093275,93,10,2,9.0,0.0
2023-02-078,1.7,0.24559034792368126,44,14,2,3.0,0.0
2023-02-079,1.85,0.26130291005291006,48,12,2,4.0,0.0
2023-02-0710,3.7500000000000004,0.3937443144899286,97,9,1,10.0,0.0
2023-02-0711,7.0,0.4096861024087998,182,9,2,20.0,0.0
2023-02-0712,6.8,0.3899089221897336,176,10,4,17.0,0.0
2023-02-0713,18.45,0.558665797859548,479,7,25,52.0,14.0
2023-02-0714,26.900000000000002,0.6026106823217935,699,6,27,57.0,43.0
2023-02-0715,27.65,0.6171307382432383,718,6,28,58.0,51.0
2023-02-0716,1.6,0.21281166787702735,41,13,1,3.0,0.0
2023-02-085,1.6500000000000001,0.2504344870664315,42,14,1,3.0,0.0
2023-02-089,3.0500000000000003,0.30964192889631487,79,11,1,7.0,0.0
2023-02-0813,20.0,0.5493492761610816,520,7,23,41.0,29.0
2023-02-0814,22.049999999999997,0.5698443601023463,573,6,26,51.0,33.0
2023-02-0815,23.3,0.5811190092058148,605,7,24,54.0,30.0
2023-02-0816,1.2999999999999998,0.21681823192239857,33,16,2,1.0,1.0
2023-02-0913,16.6,0.5393422527189888,431,7,17,44.0,15.0
2023-02-0914,21.799999999999997,0.5806538332937639,566,7,22,56.0,24.0
2023-02-0915,16.85,0.5562298120089787,438,7,21,36.0,24.0
2023-02-129,1.2,0.20557635882635883,31,15,1,2.0,0.0
2023-02-1210,24.049999999999997,0.597588361278639,625,7,20,71.0,18.0
2023-02-1211,15.3,0.5364426826131686,397,7,21,28.0,23.0
2023-02-1212,14.9,0.5249158289241622,387,7,21,28.0,23.0
2023-02-1213,0.55,nan,14,14,1,1.0,0.0
2023-02-1313,23.0,0.5805037000293944,598,7,24,62.0,23.0
2023-02-1314,22.05,0.5801733350368767,573,6,27,50.0,32.0
2023-02-1315,23.9,0.5692737662671691,621,7,27,55.0,31.0
2023-02-1316,1.2,0.19617758784425454,31,15,2,1.0,1.0
2023-02-1413,12.5,0.5164257060475262,325,7,20,31.0,12.0
2023-02-1414,20.25,0.5555561386016247,526,7,23,42.0,27.0
2023-02-1415,22.549999999999997,0.6078049917161028,586,6,24,55.0,34.0
2023-02-1416,0.6,0.1857969576719577,15,15,1,1.0,0.0
2023-02-1513,18.15,0.5528604993386244,471,7,23,38.0,27.0
2023-02-1514,25.5,0.5862107615506922,663,7,25,50.0,43.0
2023-02-1515,25.049999999999997,0.602946214626423,651,6,28,54.0,40.0
2023-02-1516,1.15,0.20170910493827163,29,14,2,2.0,0.0
2023-02-1612,0.7,0.17720370370370372,18,18,1,1.0,0.0
2023-02-1613,17.05,0.5318021384479718,443,8,17,45.0,10.0
2023-02-1614,18.9,0.5299838587595532,491,7,20,37.0,25.0
2023-02-1615,21.700000000000003,0.553778844997595,564,7,21,42.0,33.0
2023-02-1616,0.65,0.19511316872427983,16,16,1,1.0,0.0
2023-02-1910,20.200000000000003,0.5668797702554645,525,7,21,50.0,23.0
2023-02-1911,15.749999999999998,0.5534978395061728,409,7,20,28.0,28.0
2023-02-1912,19.299999999999997,0.5623841587167976,501,6,20,36.0,38.0
2023-02-2013,23.25,0.5626823008524396,604,7,23,53.0,30.0
2023-02-2014,23.549999999999997,0.6049743186982771,612,6,28,50.0,41.0
2023-02-2015,28.8,0.6306384159050826,748,6,29,76.0,37.0
2023-02-2111,6.300000000000001,0.3952067901234568,163,10,1,15.0,0.0
2023-02-2112,0.8500000000000001,0.17876543209876541,22,22,1,1.0,0.0
2023-02-2113,22.2,0.5883114289388596,577,6,27,55.0,30.0
2023-02-2114,28.15,0.63500100452531,731,6,27,69.0,45.0
2023-02-2115,32.6,0.6249998995346219,847,6,29,64.0,62.0
2023-02-2116,2.15,0.2678958333333334,55,13,3,3.0,1.0
2023-02-2210,0.39999999999999997,0.1652469135802469,10,10,1,1.0,0.0
2023-02-2213,19.349999999999998,0.5885078226043504,503,6,23,53.0,23.0
2023-02-2214,23.9,0.5930704730197786,621,7,25,53.0,34.0
2023-02-2215,27.049999999999997,0.6037662864527448,703,6,25,64.0,39.0
2023-02-2216,1.05,0.19990277777777776,27,13,2,1.0,1.0
2023-02-2312,1.25,0.21953240740740743,32,16,1,2.0,0.0
2023-02-2313,13.3,0.5132566854056436,345,8,18,22.0,21.0
2023-02-2314,13.95,0.5188969962522045,362,7,19,33.0,14.0
2023-02-2315,15.2,0.5196456000146972,395,7,20,29.0,22.0
2023-02-2316,2.15,0.28147355912061794,55,13,2,4.0,0.0
2023-02-287,0.8,nan,20,20,1,1.0,0.0
